pid,text,entropy,candidates
10523,"marina deco wood ornament this is really great piece , and it will be much realistic after 1 month in he water , i loved it .",24.049816,53: novelty_gag_toys | 21: baby_toddler_toys | 13: arts_crafts | 111: sports_outdoor_play | 3: toys_games | 128: feeding | 34: stuffed_animals_plush | 204: easels | 15: action_toy_figures | 120: hobbies
18158,"playtex living gloves , large , colors may vary i particularly like the cuff . have always liked the playtex brand ! the price was right and the package arrived timely .",19.883282,199: dogs | 60: tools_accessories | 220: fragrance | 170: cats | 17: dolls_accessories | 221: women_s | 24: personal_care | 382: apparel_accessories | 10: beauty | 323: grooming
2584,elenco 100x 750x zoom microscope set i read the reviews and thought this would be a good first microscope for my grandson . we founf this to be very flimsy when using primarily made of plastic and no weight . light through view finder was very low no matter at what setting . first thing i have ever had to return .,19.876236,53: novelty_gag_toys | 111: sports_outdoor_play | 13: arts_crafts | 296: fish_aquatic_pets | 120: hobbies | 21: baby_toddler_toys | 3: toys_games | 17: dolls_accessories | 15: action_toy_figures | 74: medical_supplies_equipment
17111,"rimless specs tacular tube reader i always carry the glasses in my purse , just in case . and i gave it to my friends as a gift . everybody loves it . it 's very convenient for carrying .. thanks .",19.874584,60: tools_accessories | 199: dogs | 24: personal_care | 17: dolls_accessories | 10: beauty | 220: fragrance | 382: apparel_accessories | 111: sports_outdoor_play | 11: makeup | 53: novelty_gag_toys
3029,"perler ironing paper for fuse bead activities our grand children love this craft and still let us do the ironing . it is so fun to see their creations . they made so many small and large creative items that we wore out the ironing papers . that would make the beads worthless even though we tried other papers , then amazon let us know papers were sold separately . how wonderful ! thanks . many more crafts to come .",19.874264,21: baby_toddler_toys | 13: arts_crafts | 145: bathing_skin_care | 3: toys_games | 53: novelty_gag_toys | 111: sports_outdoor_play | 128: feeding | 194: gift_sets | 5: puzzles | 17: dolls_accessories
2,"cloud b twilight constellation night light i bought this item because it had good reviews , and looked really cool . it 's a turtle with 3 different colored led lights on the inside that are supposed to project stars in a room or on a ceiling . of the 3 colors green , amber and blue only the green and blue are noticable in pitch black . the amber is almost a waisted option because you ca n't see it . my problem with this item is it only works in pitch black , and barely in that case . the product shots show it sitting on a nursery floor shining up at the ceiling , this is sooooo impossible . the turtle needs to be at least 2 feet from the ceiling in order to see any of the stars . a total disappointment . i returned it .",19.8666,296: fish_aquatic_pets | 111: sports_outdoor_play | 21: baby_toddler_toys | 53: novelty_gag_toys | 13: arts_crafts | 265: candy_chocolate | 128: feeding | 31: household_supplies | 187: stuffed_animals_toys | 300: aquarium_lights
1930,zenith tibet almond stick i first used this product about 45 years ago . my parents house had a lot of wood paneling which as an active kid i managed to scratch many times . this product saved my behind more times than i want to remember . it really does remove most scratches if they are not too deep . i have used it to make almost any genuine wood product look better . long lasting great product . highly recommend .,19.852602,265: candy_chocolate | 31: household_supplies | 296: fish_aquatic_pets | 21: baby_toddler_toys | 145: bathing_skin_care | 13: arts_crafts | 111: sports_outdoor_play | 128: feeding | 60: tools_accessories | 340: gummy_candies
14767,"homedics ss 2000e sound spa nature sounds machine with 6 nature sounds , silver i bought this machine to help drown out the noise of my husband 's heavy breathing at night and it has done the trick . i love that it has a timer on it so i can set it for as long as i need to fall asleep and not waste electricity batteries the whole night . you can dial the volume way up or way down which is great b c other sound machines i had did n't get loud enough for me . i am planning on purchasing on for my baby who is due in feb to create some white noise and help him sleep .",19.850195,21: baby_toddler_toys | 111: sports_outdoor_play | 41: gear | 135: safety | 40: baby_products | 74: medical_supplies_equipment | 3: toys_games | 139: nursery | 13: arts_crafts | 128: feeding
1487,"mb1028 aviator reading glasses w spring hinge why pay big bucks or even 15 20 for reading glasses . i got these for my husband because he could not find the 2 . 25 strength anywhere else . we got 3 pairs of these for the price of 1 and they are great . the low cost superstores have nothing on amazon . i find what i want to buy , get the price and check here first they can usually beat the price .",19.83994,60: tools_accessories | 53: novelty_gag_toys | 111: sports_outdoor_play | 24: personal_care | 17: dolls_accessories | 13: arts_crafts | 199: dogs | 382: apparel_accessories | 51: dress_up_pretend_play | 10: beauty
4335,"chicago latrobe 906 high speed steel aircraft extension drill bit , black oxide finish , round shank , 135 degree split point , wire size 54 ( pack of 12 ) this was the best price i could find . good service , package came promptly . these are my husbands favorite socks to help with his ankles swelling .",19.836445,60: tools_accessories | 24: personal_care | 199: dogs | 111: sports_outdoor_play | 13: arts_crafts | 382: apparel_accessories | 53: novelty_gag_toys | 145: bathing_skin_care | 64: hair_care | 31: household_supplies
13826,"johnny reb pistol holster set my ten year old son loves this gun . it has some weight to it , and is finely detailed . it makes an amazingly loud explosion on fresh cap rounds . we had an incident where the spring inside it broke after the first whole package of caps , but it was easy to open the unit and replace the broken spring with one from a pen . working like new at this time . we have been through more cap guns than i can count and this is the best one yet and the quality is truly refreshing compared to most toys purchased in this decade . no doubt about it if you 're looking for a cap gun look no further !",19.828388,111: sports_outdoor_play | 53: novelty_gag_toys | 21: baby_toddler_toys | 60: tools_accessories | 199: dogs | 3: toys_games | 17: dolls_accessories | 13: arts_crafts | 160: strollers | 120: hobbies
2200,canvas 4 pocket organizer i ordered this canvas organizer online after unsuccessfully trying to find it in the local stores and it is really nice . i was unable to find any other canvas organizers of the same design and i am considering ordering a second one . it 's cute and it seems well made . i did n't pay close attention to its dimensions in the product description so i had expected it to be a bit wider but i 'd still recommend this product . our baby 's room is pretty small and this product allows us to utilize valuable limited space and i can think of plenty of fun uses for it .,19.822971,40: baby_products | 128: feeding | 145: bathing_skin_care | 139: nursery | 131: diapering | 194: gift_sets | 21: baby_toddler_toys | 160: strollers | 162: pregnancy_maternity | 13: arts_crafts
8301,"hagen tropican 1 . 8 pound lifetime maintenance parrot granules , standup air barrier zipper bag my cag will only eat this and as it is not available to me locallyl i often have to order it online . i am happy to do so as i know he is getting good nutrition and enjoys them .",19.816685,271: snack_food | 426: bunny_rabbit_central | 216: pantry_staples | 0: grocery_gourmet_food | 170: cats | 169: pet_supplies | 313: dairy_eggs | 296: fish_aquatic_pets | 199: dogs | 337: birds
13203,great explorations celestial super kits wonder stars super kit i put around 300 of those stars up on my ceiling . it is awesome even with being 18 i enjoy them very much . make you feel like you can count stars for falling asleep .,19.81215,111: sports_outdoor_play | 53: novelty_gag_toys | 21: baby_toddler_toys | 13: arts_crafts | 74: medical_supplies_equipment | 128: feeding | 3: toys_games | 145: bathing_skin_care | 40: baby_products | 296: fish_aquatic_pets
4184,"walthers scenemaster bright boy abrasive track cleaner i use this for heavily pitted track issues . it does a great job . i will be purchasing more of these but a little trick for lesser pitted tracks is using the scotch brite heavy duty scrub sponge with some track cleaner sprayed on it . now for the biggest of jobs , rusty or very heavily pitted track i still use fine sand paper . i have some lay outs out doors so that is why i have the bigger of jobs from time to time .",19.810534,31: household_supplies | 296: fish_aquatic_pets | 96: cleaning_tools | 32: household_batteries | 145: bathing_skin_care | 60: tools_accessories | 54: bath_body | 454: air_fresheners | 258: household_cleaning | 420: cleaners
16423,"range kleen wkt4162 66 battery organizer with removable tester buy it ! you will love it ! this organizer is small in size , but big in it 's use . i ca n't tell you how wonderful it is to finally know where to find our batteries . a simple product , with huge results . if you want a nice holder , for lots of batteries and a tester , then this is it , it 's the one for you .",19.793829,31: household_supplies | 32: household_batteries | 296: fish_aquatic_pets | 111: sports_outdoor_play | 13: arts_crafts | 290: lighters | 128: feeding | 60: tools_accessories | 145: bathing_skin_care | 40: baby_products
9936,"marbling ( japanese suminagashi ) by aitoh co this kit is easy to use and produces unique results each time ! children love to float the "" magic dot "" on the water after selecting their ink colors , and are always amazed by the wonderful marbled paper they helped create .",19.79089,13: arts_crafts | 21: baby_toddler_toys | 53: novelty_gag_toys | 111: sports_outdoor_play | 145: bathing_skin_care | 3: toys_games | 204: easels | 128: feeding | 194: gift_sets | 5: puzzles
3138,"kotobukiya robocop edition 209 model kit great model , it 's about 3 1 2 inches tall , beautiful detail , has some weight . would buy again .",19.786163,53: novelty_gag_toys | 3: toys_games | 120: hobbies | 17: dolls_accessories | 160: strollers | 15: action_toy_figures | 111: sports_outdoor_play | 147: vehicles_remote_control | 21: baby_toddler_toys | 30: electronics_for_kids
14482,lazer tag team ops team comm headset the comms are really fun to use . they barely get in your way at all . you can hear perfectly when the other guy is almost 500 meters away .,19.784,111: sports_outdoor_play | 53: novelty_gag_toys | 21: baby_toddler_toys | 13: arts_crafts | 120: hobbies | 74: medical_supplies_equipment | 3: toys_games | 30: electronics_for_kids | 296: fish_aquatic_pets | 17: dolls_accessories
8793,"hydrocollator steam pack size good product , but the seller has been pestering me for a review since mid june which i do n't appreciate . my internet access and data usage is very limited and i do n't want to spend it writing reviews . at some point when there is no response to a request , you should just drop it !",19.765905,296: fish_aquatic_pets | 31: household_supplies | 265: candy_chocolate | 145: bathing_skin_care | 8: beverages | 128: feeding | 54: bath_body | 402: soaps_cleansers | 454: air_fresheners | 40: baby_products
9598,"bausch lomb hastings triplet magnifier , 14x i was so surprised at the size of this loop ! i expected it to be twice the size it was . i did n't realize they were smaller than the ones that the jewelers use .",19.765646,53: novelty_gag_toys | 60: tools_accessories | 111: sports_outdoor_play | 17: dolls_accessories | 13: arts_crafts | 220: fragrance | 3: toys_games | 221: women_s | 21: baby_toddler_toys | 120: hobbies
276,"maxell watch battery button cell lr41 ag3 192 pack of 10 batteries maxell watch battery button cell lr41 ag3 192 pack of 10 batteriesi purchased this item from "" national brand distributors "" . after not recieving the item after a week or so , i e mailed the company with my concerns ..... within 10 to 15 minutes a representitive of the company contacted me by telephone and told me that he would send another pack that day . i recieved it in 2 days , very happy . i 've been doing some spring cleaning this week and found the original set of batteries , still in the mailing envelope that had been put with a lot of other papers by mistake . my i 'm sending the payment for the second set today . i will use this company for all of my purchases . they have gone beyond reasonable customer service . the customer is always right with them ... john weaver",19.761484,31: household_supplies | 32: household_batteries | 296: fish_aquatic_pets | 111: sports_outdoor_play | 290: lighters | 145: bathing_skin_care | 60: tools_accessories | 96: cleaning_tools | 8: beverages | 128: feeding
10697,"big screen freecell i gave this to my mother in law for mothers day and she loves it , shes constantly playing it . she has bad eyesight but says this is perfect for her she has no problems seeing the numbers and she loves that the light comes on by itself when needed . overall its a wonderful product for anyone who likes freecell .",19.75998,111: sports_outdoor_play | 21: baby_toddler_toys | 53: novelty_gag_toys | 3: toys_games | 13: arts_crafts | 30: electronics_for_kids | 28: learning_education | 296: fish_aquatic_pets | 204: easels | 120: hobbies
6245,"dohm ss single speed sound conditioner by marpac ( formerly known as the sleepmate sound screen 580a ) we just moved to a condo next to a construction site , and this is a must for helping our baby nap during the day .",19.757618,21: baby_toddler_toys | 38: health_care | 74: medical_supplies_equipment | 111: sports_outdoor_play | 135: safety | 40: baby_products | 145: bathing_skin_care | 64: hair_care | 199: dogs | 118: health_monitors
10154,"paint by numbers large sailing ships painting this is a nice kit . however i found the picture for the product looked more like an oil painting , but the product itself , the picture is more "" cartoon graphics "" . lots of tiny lines and details that need to be added after the printed parts are painted , makes this somewhat a tedious craft kit , and needs a patient hand and tiny brush . i like the picture , and the kit , but was slightly unhappy that some of the detailing and alike were not well presented in most sales listings for this item on various sites . i ended up giving it to my son to complete as my hands are no longer steady for those tiny lines .",19.75498,53: novelty_gag_toys | 13: arts_crafts | 17: dolls_accessories | 3: toys_games | 111: sports_outdoor_play | 21: baby_toddler_toys | 15: action_toy_figures | 16: figures | 60: tools_accessories | 120: hobbies
15448,"jojo designs window valance i 'm sure this item would have been nice except that my mom never got it . i bought it as part of a surprise gift for my daughter and had it shipped to my mom because they wo n't ship to apo . it 's a shame that this company wo n't send stuff to the military families serving overseas , protecting their rights . anywho , my mom never received any of the stuff and when i reported it to the company they pretty much called my mom a lier and told me that i was out of luck and was n't going to get my money back . thank goodness that amazon stepped in and gave me my money back , but now i am still stuck with out any bedding for my daughters new bed . so , i am not happy and satisfied with this company and i will make sure to tell all my friends not to trust this company .",19.75293,40: baby_products | 128: feeding | 131: diapering | 145: bathing_skin_care | 139: nursery | 31: household_supplies | 241: changing_table_pads_covers | 135: safety | 162: pregnancy_maternity | 184: potty_training
6596,"howard rf6016 restor a finish dark walnut , 16 ounce if you own good wood , you need this and the bees wax from the same maker .",19.747643,265: candy_chocolate | 208: gourmet_gifts | 376: fudge | 0: grocery_gourmet_food | 8: beverages | 31: household_supplies | 145: bathing_skin_care | 216: pantry_staples | 271: snack_food | 349: hard_candies
926,"zadro z300 wall mountable fog free mirror this mirror is so bad , it 's not even a real mirror , it 's a plastic mirror , that can make your face shape changes depending on the angle you lift your mirror ! it 's so cheap and is distorted when you lift it away of your face . do n't buy !",19.745358,60: tools_accessories | 111: sports_outdoor_play | 13: arts_crafts | 21: baby_toddler_toys | 11: makeup | 51: dress_up_pretend_play | 199: dogs | 64: hair_care | 53: novelty_gag_toys | 17: dolls_accessories
5793,"melissa doug deluxe easel paper ( 3 pack bundle ) i purchased this paper not realizing that the accessory set for the melissa doug easel came with paper . after reading reviews on people having problems getting more paper , i was glad i purchased this . it will sure come in handy when the paper we have runs out .",19.744833,13: arts_crafts | 128: feeding | 111: sports_outdoor_play | 145: bathing_skin_care | 40: baby_products | 21: baby_toddler_toys | 53: novelty_gag_toys | 31: household_supplies | 204: easels | 194: gift_sets
9312,"fisher price light sketcher my daughter , 5 , just received this as a birthday present pretty dissapointed that she is not in control of the writing you ca n't erase it when you choose ( it fades very slowly ) and on the flip side when working with stencils to create a scene or any indepth drawing that takes longer than a minute to create it is faded before you can finish let along admire it . she 'll be much happier with the doodle pro she 'll receive for christmas . and yes the lights are annoying and painful to sensitive eyes . they may be safe as the manufacturer claims but they sure do n't feel safe !",19.738598,13: arts_crafts | 21: baby_toddler_toys | 53: novelty_gag_toys | 111: sports_outdoor_play | 60: tools_accessories | 3: toys_games | 17: dolls_accessories | 145: bathing_skin_care | 204: easels | 31: household_supplies
1336,"giddy up blendy pens pen el grande activity kit the blendy pens are hard for my 6 and 7 year old girls to use . you have to twist the markers in opposite directions in the "" chamber "" in order for the colors to touch each other and blend onto the opposite color marker . i guess we did n't understand how the product worked , and were quite disappointed because we could n't create the same kind of effects shown on the advertisements .",19.735998,13: arts_crafts | 111: sports_outdoor_play | 53: novelty_gag_toys | 60: tools_accessories | 21: baby_toddler_toys | 31: household_supplies | 17: dolls_accessories | 145: bathing_skin_care | 3: toys_games | 204: easels
17974,"clic adjustable front connect reader , 2 . 00 strength it came quickly and is great ! sturdy and nice looking . very useful . i recommend it to anyone who needs a pair of reading glasses without looking all over for them .",19.73497,74: medical_supplies_equipment | 111: sports_outdoor_play | 53: novelty_gag_toys | 296: fish_aquatic_pets | 13: arts_crafts | 60: tools_accessories | 118: health_monitors | 21: baby_toddler_toys | 120: hobbies | 128: feeding
3713,"clic adjustable front connect reader , 2 . 00 strength this product is wonderful . i could have sold at least 100 pairs when i went out this evening . everyone i met had never seen these before . they are a great hit . i tutor three days a week in a boy 's prison , an elementary school , and a private child they all thought that these glasses were the most amazing , awesome invention . thank you clic . sincerely , karen gurian",19.734377,111: sports_outdoor_play | 74: medical_supplies_equipment | 53: novelty_gag_toys | 60: tools_accessories | 13: arts_crafts | 21: baby_toddler_toys | 17: dolls_accessories | 296: fish_aquatic_pets | 38: health_care | 24: personal_care
5426,"cloud b twilight constellation night light i 'm 14 years old and i loved this ! it 's really cool to see the stars in my room ! when i have sleepovers , my friends fight over which color we get to sleep with ... ( the amber one does n't work too well )",19.733974,296: fish_aquatic_pets | 111: sports_outdoor_play | 21: baby_toddler_toys | 53: novelty_gag_toys | 265: candy_chocolate | 13: arts_crafts | 128: feeding | 145: bathing_skin_care | 139: nursery | 31: household_supplies
15028,"seventh generation lunch napkin , white color , 1 ply , 250 count packs ( pack of 12 ) these are great to use . they are very sturdy and very attractive looking . i highly recommend them .",19.729183,128: feeding | 208: gourmet_gifts | 265: candy_chocolate | 8: beverages | 31: household_supplies | 40: baby_products | 271: snack_food | 129: bottle_feeding | 376: fudge | 313: dairy_eggs
16728,our pets healthy diner the product is great except for the fact that the bowls could be larger . having a large dog ...... she goes through the water very quickly .,19.728657,426: bunny_rabbit_central | 170: cats | 199: dogs | 337: birds | 271: snack_food | 311: small_animals | 128: feeding | 169: pet_supplies | 216: pantry_staples | 0: grocery_gourmet_food
10962,"30 "" h x 24 "" 8 panel gogo gold zinc exercise pen w door so i have to say , it took me a few minutes as a blond to figure out how to get it to come apart out of the box , but when i got it out and on the ground it was great ! the shipping was prompt and i could n't say more about having a bigger area for my 3 outside !",19.726408,21: baby_toddler_toys | 13: arts_crafts | 111: sports_outdoor_play | 40: baby_products | 135: safety | 139: nursery | 199: dogs | 145: bathing_skin_care | 41: gear | 128: feeding
4673,"clic adjustable front connect reader , 1 . 75 strength , blue frame a wonderful product . i was glad that i discovered them . now i do n't have to hunt for a pair of magnifing glasses .",19.722082,60: tools_accessories | 111: sports_outdoor_play | 53: novelty_gag_toys | 13: arts_crafts | 74: medical_supplies_equipment | 24: personal_care | 17: dolls_accessories | 199: dogs | 21: baby_toddler_toys | 296: fish_aquatic_pets
12311,"conair su1w sound therapy , silver we bought this to replace an older different model . i do n't love all the sounds but the ones i need are just fine and the price is right especially since we are using it in the baby 's room to drown out our noisy house while he sleeps . seems to work and does n't short out like our old one so it 's much safer too !",19.716541,21: baby_toddler_toys | 111: sports_outdoor_play | 41: gear | 199: dogs | 74: medical_supplies_equipment | 135: safety | 38: health_care | 3: toys_games | 40: baby_products | 13: arts_crafts
9412,zadro led lighted fogless mirror with clock the item is worth the cost . it does n't fog up in the shower and the mirror 's clarity is good . the led light is bright and turns itself off automatically . it is provided with several different methods of mounting . i recommend this product .,19.709553,60: tools_accessories | 111: sports_outdoor_play | 31: household_supplies | 296: fish_aquatic_pets | 13: arts_crafts | 64: hair_care | 21: baby_toddler_toys | 54: bath_body | 11: makeup | 145: bathing_skin_care
10953,mb1017 reading glasses w spring hinge and subtle stylish stripe purchased 3 pair of glasses . liked one particular pair . sent other 2 back and was pleasantly surprised by the generousity and no hassle policy of this seller .,19.708569,60: tools_accessories | 111: sports_outdoor_play | 53: novelty_gag_toys | 13: arts_crafts | 17: dolls_accessories | 24: personal_care | 199: dogs | 382: apparel_accessories | 11: makeup | 10: beauty
7031,"national geographic 3 d projector sea monsters ! i agree with the other reviewers . i could hardly see any 3 d effect . i read the instructions carefully and followed every step , but still i do n't get the point wearing the glasses only makes the images harder to see , not to mention any stunning 3 d effects . i 'm so disappointed and will try to return it .",19.704712,53: novelty_gag_toys | 111: sports_outdoor_play | 3: toys_games | 13: arts_crafts | 21: baby_toddler_toys | 17: dolls_accessories | 120: hobbies | 15: action_toy_figures | 4: games | 30: electronics_for_kids
17025,"zelco lumifier as received it operates as described , but dead center in the magnifier , taking up about a third of the view , is a blurred "" warp "" in the magnifying material that negates use of this item . i will return it and try another manufacturer .",19.700357,60: tools_accessories | 296: fish_aquatic_pets | 111: sports_outdoor_play | 53: novelty_gag_toys | 31: household_supplies | 13: arts_crafts | 11: makeup | 64: hair_care | 24: personal_care | 10: beauty
14657,"dimensions paint by number kit ( 14 "" x 11 "" ) in your choice of designs i just recently finished this beautiful paint by number , which took me a good 2 weeks , but nonetheless was a fun project to do indoors while the weather outside was not cooperating . it 's somewhat of a hard painting with all the grass and fine lines , especially the light house . if you have the patience , and an hour or 2 a day for a couple weeks , you can do it too . did i mention it also looks beautiful hanging on your wall . the only drawback is that i could n't get this painting in a 16x20 .",19.696934,13: arts_crafts | 53: novelty_gag_toys | 17: dolls_accessories | 3: toys_games | 21: baby_toddler_toys | 111: sports_outdoor_play | 15: action_toy_figures | 60: tools_accessories | 16: figures | 4: games
11209,"woodland scenics hot wire replacement wire 4' woost1436 i made a home made hot wire foam cutter and used this stuff . it is a little thin and will stretch if it is over 18 inches but for small intricate jobs it works well considering the tool it was designed for is 6 8 "" . i would use it form small jobs that require precision , be sure to heat it up enough to cut the foam like butter and not drag .",19.696276,60: tools_accessories | 111: sports_outdoor_play | 21: baby_toddler_toys | 13: arts_crafts | 53: novelty_gag_toys | 31: household_supplies | 145: bathing_skin_care | 199: dogs | 296: fish_aquatic_pets | 17: dolls_accessories
13229,"quick dry cement w applicator , 1oz ... not quite as good as the model masters version , which testors also makes . this testors version does have a very slim applicator ( you snip the tip off after removing the outer lid ) , but the model masters version of the glue features an even more precise applicator . still , this is miles better than the tubes of testors glue i used as a kid believe me , the glue from those had a way of getting all over everything , including ( inevitably ) the cockpits of the aircraft models i was regularly botching .",19.691017,60: tools_accessories | 13: arts_crafts | 111: sports_outdoor_play | 31: household_supplies | 24: personal_care | 53: novelty_gag_toys | 21: baby_toddler_toys | 145: bathing_skin_care | 10: beauty | 54: bath_body
1905,"air hogs r c ah 64 apache havoc heli indoor infrared micro helicopter the best helo i 've ever had and i have had a lot , very good toy , i recommend it very much ...",19.689907,53: novelty_gag_toys | 147: vehicles_remote_control | 3: toys_games | 120: hobbies | 21: baby_toddler_toys | 148: play_vehicles | 111: sports_outdoor_play | 15: action_toy_figures | 30: electronics_for_kids | 160: strollers
9515,"bracelet buddy i originally searched out this product for my 87 yr old mother in law who found it nearly impossible to put on her jewelry , but quickly realized the wisdom of ordering one for myself , too . the bracelet buddy works pretty well , and allows me to fasten my own bracelets instead of needing to ask my husband for help all the time . i have arthritis in my hands , but i am still able to use it effectively . on the downside , i have one bracelet whose clasp design is such that the bracelet buddy does n't hold it very well , meaning i still struggle with that particular piece . also , the fancy handle is plastic and , to my way of thinking , too light and kind of cheezy for the price . but , i do n't plan on putting it in a display cabinet so i guess that part does n't matter .",19.687555,53: novelty_gag_toys | 17: dolls_accessories | 21: baby_toddler_toys | 60: tools_accessories | 199: dogs | 13: arts_crafts | 111: sports_outdoor_play | 3: toys_games | 220: fragrance | 221: women_s
4795,"sabona executive regal duet magnetic bracelet i had to return this item because it was way too small for my husband . i think that it was a woman 's medium , not a man 's . it also seemed too delicate for a man . i either misread the describtion , or something . louise shoksnyder",19.679329,220: fragrance | 17: dolls_accessories | 160: strollers | 53: novelty_gag_toys | 221: women_s | 199: dogs | 3: toys_games | 60: tools_accessories | 15: action_toy_figures | 13: arts_crafts
19562,"amazon . com this is a nice looking bag lots of pockets . it 's overall size is bigger than i thought but that 's a good thing . outside pockets are good sized , bottle pockets inside . appears good quality . got to love baggallini stuff !",19.676497,160: strollers | 40: baby_products | 131: diapering | 31: household_supplies | 60: tools_accessories | 220: fragrance | 184: potty_training | 221: women_s | 128: feeding | 199: dogs
60,"paint marker , flat black this is super great for use on car when the peint on the button are gone is just fabulous just a bit of practice for apply",19.673649,60: tools_accessories | 13: arts_crafts | 111: sports_outdoor_play | 11: makeup | 31: household_supplies | 53: novelty_gag_toys | 24: personal_care | 10: beauty | 17: dolls_accessories | 21: baby_toddler_toys
13090,"instinct grain free dry dog food , chicken meal formula , 25 . 3 pound package this is a great product . i 've been feeding this for 6 months and the grain free formulation seems to have really helped my dog 's skin allergies . i have a small dog , a papillon , and this kibble is small enough that she has no problem eating it . this is also an excellent price . when purchased in smaller bags at my local pet store it is 4 lb vs . 2 . 20 lb from amazon . highly recommend .",19.669249,271: snack_food | 426: bunny_rabbit_central | 216: pantry_staples | 170: cats | 0: grocery_gourmet_food | 199: dogs | 337: birds | 311: small_animals | 169: pet_supplies | 313: dairy_eggs
6402,california exotics impulse ultra 7 bullet this is the second time i have purchased the 7 speed impulse bullet .... my first lasted a year and a half ..... then the wiring went bad ..... well worth the money ! ! ! !,19.66732,53: novelty_gag_toys | 111: sports_outdoor_play | 120: hobbies | 220: fragrance | 31: household_supplies | 221: women_s | 30: electronics_for_kids | 13: arts_crafts | 32: household_batteries | 3: toys_games
13835,"dalmatian vet kit i ordered this on halloween for my daughter 's birthday in middle of november . am still waiting it 's now dec 3rd ! amazon assures me it 's coming ( so 's christmas ) and which do you think will get here first ? am about to cancel my order . what shabby service . 6 year old missed out on her birthday present is telling me never to order anything from amazon again . a very disappointed and let down customer . i am hoping this review will shame amazon into doing something , since it invited me to create a review without having delivered my order ! ! !",19.664734,296: fish_aquatic_pets | 199: dogs | 128: feeding | 31: household_supplies | 38: health_care | 170: cats | 40: baby_products | 169: pet_supplies | 145: bathing_skin_care | 23: health_personal_care
14058,"se finger led light 10 x ( 4 pack ) my sons got these ( ages 7 and 5 ) and they absolutely love them . they are small , and so get misplaced easy , then i find them in the washer or dryer . and they still work , every time ! the boys strap them to their finger and then run around in the dark with their hands free . the cheapest gadget they 've ever gotten and they go and go . pretty bright , too , for such a little light . i am getting these for b party gift bags .",19.64381,111: sports_outdoor_play | 13: arts_crafts | 53: novelty_gag_toys | 31: household_supplies | 21: baby_toddler_toys | 145: bathing_skin_care | 60: tools_accessories | 296: fish_aquatic_pets | 128: feeding | 3: toys_games
18023,"third generation dr mom slimline stainless led pocket otoscope now includes true view full spectrum led and pocket clip appears to be well made and sturdy . light and lens are good quality , and the led bulb wo n't use up batteries very quickly .",19.642397,296: fish_aquatic_pets | 60: tools_accessories | 111: sports_outdoor_play | 31: household_supplies | 53: novelty_gag_toys | 13: arts_crafts | 24: personal_care | 74: medical_supplies_equipment | 32: household_batteries | 120: hobbies
1303,"4m dynamo torch cool , and simple . it was easy to assemble only took about 5 min . works good it is noisey . good for kids .",19.642065,111: sports_outdoor_play | 21: baby_toddler_toys | 53: novelty_gag_toys | 13: arts_crafts | 31: household_supplies | 120: hobbies | 3: toys_games | 296: fish_aquatic_pets | 30: electronics_for_kids | 32: household_batteries
2822,"energizer watch electronic batteries , 3 volts , 2032 , 2 batteries ( lithium button cell ) it is good i think because they send me the same batteries but does not look like the image . it is in a smaller paper cover . it come in from the mail but i almost throw it away because it feel smaller . i was going to sell it to my friends but now the cover is just white paper so my friends say no . i might as well keep it then .",19.634094,31: household_supplies | 32: household_batteries | 296: fish_aquatic_pets | 111: sports_outdoor_play | 53: novelty_gag_toys | 13: arts_crafts | 120: hobbies | 128: feeding | 21: baby_toddler_toys | 290: lighters
5488,"range kleen wkt4162 66 battery organizer with removable tester simplify ! it 's great to have batteries organized , off the shelf , and know at a glance whether or not you need a particular type of battery and you can test it to confirm that it 's still good ! i saw this product in someone 's home and knew that it would simplify keeping track of our batteries , and bought an extra for someone i know who appreciates practical things .",19.633532,31: household_supplies | 32: household_batteries | 296: fish_aquatic_pets | 111: sports_outdoor_play | 290: lighters | 60: tools_accessories | 96: cleaning_tools | 145: bathing_skin_care | 13: arts_crafts | 128: feeding
6682,"griptex comfort art bath and spa pillow , white this bath pillow was much smaller than i expected . the suction cups on the back ca n't all hold at the same time , because the tops ones let go when you get the bottom ones to hold .",19.629631,145: bathing_skin_care | 40: baby_products | 21: baby_toddler_toys | 131: diapering | 139: nursery | 34: stuffed_animals_plush | 162: pregnancy_maternity | 241: changing_table_pads_covers | 128: feeding | 31: household_supplies
11963,insect lore live butterfly garden the website to order the caterpillars is down until this summer and i have called several times to order them only to be put on hold . still have n't been able to order the caterpillars going to try again next week .,19.625298,265: candy_chocolate | 128: feeding | 296: fish_aquatic_pets | 208: gourmet_gifts | 271: snack_food | 21: baby_toddler_toys | 340: gummy_candies | 0: grocery_gourmet_food | 111: sports_outdoor_play | 53: novelty_gag_toys
15324,"diamond dry food for adult dogs , hi energy chicken formula , 50 pound bag this is a good quality dog food . about a month ago it was 31 . 79 with free shipping . i purchased two bags . it 's about the same price as purina and pedigree , but a much higher quality product . it was one of the only meat based dog foods at under 1 lb that i could find . however , the price has sky rocketed and is now 52 for the same size bag , so i did n't reorder . instead , i purchased intimidator dog food by hi tek . it was only about 35 for a 50 lb . bag with free shipping and has similar nutritional value to this dog food . i really hope diamond hi energy costs go back to normal because i 'd love to switch back , but not at this price .",19.622025,271: snack_food | 426: bunny_rabbit_central | 170: cats | 199: dogs | 337: birds | 169: pet_supplies | 216: pantry_staples | 311: small_animals | 0: grocery_gourmet_food | 1: meat_poultry
